#	For group	Name	Type	Parent	UniProt	PDB	DrugBank BI
94	22	Nuclear factor NF-kappa-B p105 subunit	Additional	Nuclear factor NF-kappa-B complex	P19838	3	BE0009554
95	22	Transcription factor p65	Additional	Nuclear factor NF-kappa-B complex	Q04206	4	BE0009554
96	23	NADPH Oxidase 2 / Cytochrome b-245 heavy chain	Related		P04839	40	
97	23	Proteasome subunit beta type-5	Additional	20S proteasome	P28074	71	
98	23	Proteasome subunit beta type-3	Additional	20S proteasome	P49720	72	
99	23	Proteasome subunit beta type-4	Additional	20S proteasome	P28070	73	
100	23	Proteasome subunit alpha type-7	Additional	20S proteasome	O14818	74	
101	23	Proteasome subunit beta type-6	Additional	20S proteasome	P28072	75	
102	23	Proteasome subunit alpha type-1	Additional	20S proteasome	P25786	76	
103	23	Proteasome subunit alpha type-4	Additional	20S proteasome	P25789	77	
104	23	Proteasome subunit beta type-1	Additional	20S proteasome	P20618	78	
105	23	Proteasome subunit beta type-9	Additional	20S proteasome	P28065	79	
106	23	Proteasome subunit beta type-8	Additional	20S proteasome	P28062	80	
107	23	Proteasome subunit beta type-10	Additional	20S proteasome	P40306	81	
108	23	Proteasome subunit alpha type-3	Additional	20S proteasome	P25788	82	
109	23	Proteasome subunit alpha type-5	Additional	20S proteasome	P28066	83	
110	23	Proteasome subunit beta type-7	Additional	20S proteasome	Q99436	84	
111	23	Proteasome subunit alpha type-6	Additional	20S proteasome	P60900	85	
112	23	Proteasome subunit beta type-2	Additional	20S proteasome	P49721	86	
113	23	Proteasome subunit alpha type-2	Additional	20S proteasome	P25787	87	
114	24	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
115	24	Transcription factor Sp1	Additional		P08047	88	
116	24	Retinoic acid receptor RXR-beta	Additional	retinoid X receptor (RXR)	P28702	89	BE0000078
117	24	Retinoic acid receptor RXR-gamma	Additional	retinoid X receptor (RXR)	P48443	90	BE0000707
118	24	Retinoic acid receptor RXR-alpha	Additional	retinoid X receptor (RXR)	P19793	91	BE0000412
119	24	Retinoic acid receptor gamma	Additional	retinoic acid receptor (RAR)	P13631	92	BE0000144
120	24	Retinoic acid receptor beta	Additional	retinoic acid receptor (RAR)	P10826	93	BE0000206
121	24	Retinoic acid receptor alpha	Additional	retinoic acid receptor (RAR)	P10276	94	BE0000663
122	25	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
123	25	Retinoic acid receptor RXR-beta	Additional	retinoid X receptor (RXR)	P28702	89	BE0000078
124	25	Retinoic acid receptor RXR-gamma	Additional	retinoid X receptor (RXR)	P48443	90	BE0000707
125	25	Retinoic acid receptor RXR-alpha	Additional	retinoid X receptor (RXR)	P19793	91	BE0000412
126	25	Retinoic acid receptor gamma	Additional	retinoic acid receptor (RAR)	P13631	92	BE0000144
127	25	Retinoic acid receptor beta	Additional	retinoic acid receptor (RAR)	P10826	93	BE0000206
128	25	Retinoic acid receptor alpha	Additional	retinoic acid receptor (RAR)	P10276	94	BE0000663
129	26	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
130	26	Insulin-like growth factor-binding protein 3	Additional		P17936	95	
131	26	Pregnancy-specific beta-1-glycoprotein 5	Additional		Q15238	96	
132	26	Cytochrome P450 26C1	Additional		Q6V0L0	97	
133	26	Retinoic acid receptor RXR-beta	Additional	retinoid X receptor (RXR)	P28702	89	BE0000078
134	26	Retinoic acid receptor RXR-gamma	Additional	retinoid X receptor (RXR)	P48443	90	BE0000707
135	26	Retinoic acid receptor RXR-alpha	Additional	retinoid X receptor (RXR)	P19793	91	BE0000412
136	26	Retinoic acid receptor gamma	Additional	retinoic acid receptor (RAR)	P13631	92	BE0000144
137	26	Retinoic acid receptor beta	Additional	retinoic acid receptor (RAR)	P10826	93	BE0000206
138	26	Retinoic acid receptor alpha	Additional	retinoic acid receptor (RAR)	P10276	94	BE0000663
139	27	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
140	27	Retinoic acid receptor RXR-beta	Additional	retinoid X receptor (RXR)	P28702	89	BE0000078
141	27	Retinoic acid receptor RXR-gamma	Additional	retinoid X receptor (RXR)	P48443	90	BE0000707
142	27	Retinoic acid receptor RXR-alpha	Additional	retinoid X receptor (RXR)	P19793	91	BE0000412
143	27	Retinoic acid receptor gamma	Additional	retinoic acid receptor (RAR)	P13631	92	BE0000144
144	27	Retinoic acid receptor beta	Additional	retinoic acid receptor (RAR)	P10826	93	BE0000206
145	27	Retinoic acid receptor alpha	Additional	retinoic acid receptor (RAR)	P10276	94	BE0000663
146	28	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
147	28	Actin, aortic smooth muscle	Related		P62736	5	
148	29	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
149	29	Actin, aortic smooth muscle	Related		P62736	5	
150	30	Alkaline phosphatase, tissue-nonspecific isozyme / TNAP	Related		P05186	1	BE0003546
151	30	Actin, aortic smooth muscle	Related		P62736	5	
